Top-N,Correct Bytes,Complexity Partial Key (Base),Complexity Partial Key (Exponent),Bytes to Guess,Complexity Remaining Key (Base),Complexity Remaining Key (Exponent),Total Complexity,Total Complexity (Exponent of base 2),Complexity Bruteforce (Base),Complexity Bruteforce (Exponent),Source,Nm,File Name,Directory Name,Path Summary
100,16,100,16,0,2,0,0.0,106.3016990363956,2,128,best_attack/data/attack_byte_correlation/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesOutput-Byte-Corr-Nm300-Weight
30,13,30,13,3,2,24,0.0,87.78957774291075,2,128,attack_SubBytes/data/attack_byte_correlation/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesInput-Byte-Corr-Nm300-Weight
50,13,50,13,3,2,24,0.0,97.37013046707142,2,128,attack_SubBytes/data/attack_byte_correlation/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesInput-Byte-Corr-Nm300-Weight
100,15,100,15,1,2,8,0.0,107.65784284662088,2,128,attack_SubBytes/data/attack_byte_correlation/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesInput-Byte-Corr-Nm300-Weight
1,16,1,16,0,2,0,0.0,0.0,2,128,best_attack/data/attack_byte_correlation/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesOutput-Byte-Corr-Nm300-Weight
2,16,2,16,0,2,0,0.0,16.0,2,128,best_attack/data/attack_byte_correlation/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesOutput-Byte-Corr-Nm300-Weight
3,16,3,16,0,2,0,0.0,25.359400011538497,2,128,best_attack/data/attack_byte_correlation/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesOutput-Byte-Corr-Nm300-Weight
4,16,4,16,0,2,0,0.0,32.0,2,128,best_attack/data/attack_byte_correlation/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesOutput-Byte-Corr-Nm300-Weight
5,16,5,16,0,2,0,0.0,37.1508495181978,2,128,best_attack/data/attack_byte_correlation/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesOutput-Byte-Corr-Nm300-Weight
10,16,10,16,0,2,0,0.0,53.1508495181978,2,128,best_attack/data/attack_byte_correlation/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesOutput-Byte-Corr-Nm300-Weight
20,16,20,16,0,2,0,0.0,69.1508495181978,2,128,best_attack/data/attack_byte_correlation/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesOutput-Byte-Corr-Nm300-Weight
25,16,25,16,0,2,0,0.0,74.30169903639559,2,128,best_attack/data/attack_byte_correlation/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesOutput-Byte-Corr-Nm300-Weight
30,16,30,16,0,2,0,0.0,78.5102495297363,2,128,best_attack/data/attack_byte_correlation/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesOutput-Byte-Corr-Nm300-Weight
50,16,50,16,0,2,0,0.0,90.3016990363956,2,128,best_attack/data/attack_byte_correlation/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesOutput-Byte-Corr-Nm300-Weight
50,16,50,16,0,2,0,0.0,90.3016990363956,2,128,best_attack/data/attack_byte_correlation/df/1000/statistical_results.csv,1000,statistical_results.csv,1000,SubBytesOutput-Byte-Corr-Nm1000-Weight
1,4,1,4,12,2,96,0.0,96.0,2,128,attack_SubBytes/data/attack_byte_correlation/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesInput-Byte-Corr-Nm400-Weight
2,5,2,5,11,2,88,0.0,93.0,2,128,attack_SubBytes/data/attack_byte_correlation/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesInput-Byte-Corr-Nm400-Weight
3,9,3,9,7,2,56,0.0,70.26466250649041,2,128,attack_SubBytes/data/attack_byte_correlation/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesInput-Byte-Corr-Nm400-Weight
4,10,4,10,6,2,48,0.0,68.0,2,128,attack_SubBytes/data/attack_byte_correlation/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesInput-Byte-Corr-Nm400-Weight
5,10,5,10,6,2,48,0.0,71.21928094887362,2,128,attack_SubBytes/data/attack_byte_correlation/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesInput-Byte-Corr-Nm400-Weight
10,12,10,12,4,2,32,0.0,71.86313713864834,2,128,attack_SubBytes/data/attack_byte_correlation/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesInput-Byte-Corr-Nm400-Weight
20,12,20,12,4,2,32,0.0,83.86313713864836,2,128,attack_SubBytes/data/attack_byte_correlation/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesInput-Byte-Corr-Nm400-Weight
25,13,25,13,3,2,24,0.0,84.37013046707142,2,128,attack_SubBytes/data/attack_byte_correlation/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesInput-Byte-Corr-Nm400-Weight
30,14,30,14,2,2,16,0.0,84.69646833851927,2,128,attack_SubBytes/data/attack_byte_correlation/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesInput-Byte-Corr-Nm400-Weight
25,12,25,12,4,2,32,0.0,87.7262742772967,2,128,attack_SubBytes/data/attack_byte_correlation/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesInput-Byte-Corr-Nm300-Weight
20,11,20,11,5,2,40,0.0,87.54120904376099,2,128,attack_SubBytes/data/attack_byte_correlation/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesInput-Byte-Corr-Nm300-Weight
10,10,10,10,6,2,48,0.0,81.21928094887363,2,128,attack_SubBytes/data/attack_byte_correlation/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesInput-Byte-Corr-Nm300-Weight
5,8,5,8,8,2,64,0.0,82.5754247590989,2,128,attack_SubBytes/data/attack_byte_correlation/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesInput-Byte-Corr-Nm300-Weight
3,6,3,6,10,2,80,0.0,89.50977500432694,2,128,attack_SubBytes/data/attack_byte_correlation/df/200/statistical_results.csv,200,statistical_results.csv,200,SubBytesInput-Byte-Corr-Nm200-Weight
4,6,4,6,10,2,80,0.0,92.0,2,128,attack_SubBytes/data/attack_byte_correlation/df/200/statistical_results.csv,200,statistical_results.csv,200,SubBytesInput-Byte-Corr-Nm200-Weight
5,6,5,6,10,2,80,0.0,93.93156856932416,2,128,attack_SubBytes/data/attack_byte_correlation/df/200/statistical_results.csv,200,statistical_results.csv,200,SubBytesInput-Byte-Corr-Nm200-Weight
10,10,10,10,6,2,48,0.0,81.21928094887363,2,128,attack_SubBytes/data/attack_byte_correlation/df/200/statistical_results.csv,200,statistical_results.csv,200,SubBytesInput-Byte-Corr-Nm200-Weight
20,13,20,13,3,2,24,0.0,80.18506523353571,2,128,attack_SubBytes/data/attack_byte_correlation/df/200/statistical_results.csv,200,statistical_results.csv,200,SubBytesInput-Byte-Corr-Nm200-Weight
25,13,25,13,3,2,24,0.0,84.37013046707142,2,128,attack_SubBytes/data/attack_byte_correlation/df/200/statistical_results.csv,200,statistical_results.csv,200,SubBytesInput-Byte-Corr-Nm200-Weight
30,13,30,13,3,2,24,0.0,87.78957774291075,2,128,attack_SubBytes/data/attack_byte_correlation/df/200/statistical_results.csv,200,statistical_results.csv,200,SubBytesInput-Byte-Corr-Nm200-Weight
50,15,50,15,1,2,8,0.0,92.65784284662088,2,128,attack_SubBytes/data/attack_byte_correlation/df/200/statistical_results.csv,200,statistical_results.csv,200,SubBytesInput-Byte-Corr-Nm200-Weight
100,15,100,15,1,2,8,0.0,107.65784284662088,2,128,attack_SubBytes/data/attack_byte_correlation/df/200/statistical_results.csv,200,statistical_results.csv,200,SubBytesInput-Byte-Corr-Nm200-Weight
1,16,1,16,0,2,0,0.0,0.0,2,128,best_attack/data/attack_byte_correlation/df/200/statistical_results.csv,200,statistical_results.csv,200,SubBytesOutput-Byte-Corr-Nm200-Weight
2,16,2,16,0,2,0,0.0,16.0,2,128,best_attack/data/attack_byte_correlation/df/200/statistical_results.csv,200,statistical_results.csv,200,SubBytesOutput-Byte-Corr-Nm200-Weight
50,14,50,14,2,2,16,0.0,95.01398665684614,2,128,attack_SubBytes/data/attack_byte_correlation/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesInput-Byte-Corr-Nm400-Weight
3,16,3,16,0,2,0,0.0,25.359400011538497,2,128,best_attack/data/attack_byte_correlation/df/200/statistical_results.csv,200,statistical_results.csv,200,SubBytesOutput-Byte-Corr-Nm200-Weight
5,16,5,16,0,2,0,0.0,37.1508495181978,2,128,best_attack/data/attack_byte_correlation/df/200/statistical_results.csv,200,statistical_results.csv,200,SubBytesOutput-Byte-Corr-Nm200-Weight
10,16,10,16,0,2,0,0.0,53.1508495181978,2,128,best_attack/data/attack_byte_correlation/df/200/statistical_results.csv,200,statistical_results.csv,200,SubBytesOutput-Byte-Corr-Nm200-Weight
20,16,20,16,0,2,0,0.0,69.1508495181978,2,128,best_attack/data/attack_byte_correlation/df/200/statistical_results.csv,200,statistical_results.csv,200,SubBytesOutput-Byte-Corr-Nm200-Weight
25,16,25,16,0,2,0,0.0,74.30169903639559,2,128,best_attack/data/attack_byte_correlation/df/200/statistical_results.csv,200,statistical_results.csv,200,SubBytesOutput-Byte-Corr-Nm200-Weight
30,16,30,16,0,2,0,0.0,78.5102495297363,2,128,best_attack/data/attack_byte_correlation/df/200/statistical_results.csv,200,statistical_results.csv,200,SubBytesOutput-Byte-Corr-Nm200-Weight
50,16,50,16,0,2,0,0.0,90.3016990363956,2,128,best_attack/data/attack_byte_correlation/df/200/statistical_results.csv,200,statistical_results.csv,200,SubBytesOutput-Byte-Corr-Nm200-Weight
100,16,100,16,0,2,0,0.0,106.3016990363956,2,128,best_attack/data/attack_byte_correlation/df/200/statistical_results.csv,200,statistical_results.csv,200,SubBytesOutput-Byte-Corr-Nm200-Weight
1,2,1,2,14,2,112,0.0,112.0,2,128,attack_SubBytes/data/attack_byte_correlation/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesInput-Byte-Corr-Nm300-Weight
2,6,2,6,10,2,80,0.0,86.0,2,128,attack_SubBytes/data/attack_byte_correlation/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesInput-Byte-Corr-Nm300-Weight
3,7,3,7,9,2,72,0.0,83.09473750504809,2,128,attack_SubBytes/data/attack_byte_correlation/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesInput-Byte-Corr-Nm300-Weight
4,8,4,8,8,2,64,0.0,80.0,2,128,attack_SubBytes/data/attack_byte_correlation/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesInput-Byte-Corr-Nm300-Weight
4,16,4,16,0,2,0,0.0,32.0,2,128,best_attack/data/attack_byte_correlation/df/200/statistical_results.csv,200,statistical_results.csv,200,SubBytesOutput-Byte-Corr-Nm200-Weight
2,5,2,5,11,2,88,0.0,93.0,2,128,attack_SubBytes/data/attack_byte_correlation/df/200/statistical_results.csv,200,statistical_results.csv,200,SubBytesInput-Byte-Corr-Nm200-Weight
100,15,100,15,1,2,8,0.0,107.65784284662088,2,128,attack_SubBytes/data/attack_byte_correlation/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesInput-Byte-Corr-Nm400-Weight
2,16,2,16,0,2,0,0.0,16.0,2,128,best_attack/data/attack_byte_correlation/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesOutput-Byte-Corr-Nm400-Weight
30,16,30,16,0,2,0,0.0,78.5102495297363,2,128,best_attack/data/attack_byte_correlation/df/500/statistical_results.csv,500,statistical_results.csv,500,SubBytesOutput-Byte-Corr-Nm500-Weight
50,16,50,16,0,2,0,0.0,90.3016990363956,2,128,best_attack/data/attack_byte_correlation/df/500/statistical_results.csv,500,statistical_results.csv,500,SubBytesOutput-Byte-Corr-Nm500-Weight
100,16,100,16,0,2,0,0.0,106.3016990363956,2,128,best_attack/data/attack_byte_correlation/df/500/statistical_results.csv,500,statistical_results.csv,500,SubBytesOutput-Byte-Corr-Nm500-Weight
1,4,1,4,12,2,96,0.0,96.0,2,128,attack_SubBytes/data/attack_byte_correlation/df/1000/statistical_results.csv,1000,statistical_results.csv,1000,SubBytesInput-Byte-Corr-Nm1000-Weight
2,9,2,9,7,2,56,0.0,65.0,2,128,attack_SubBytes/data/attack_byte_correlation/df/1000/statistical_results.csv,1000,statistical_results.csv,1000,SubBytesInput-Byte-Corr-Nm1000-Weight
3,10,3,10,6,2,48,0.0,63.84962500721156,2,128,attack_SubBytes/data/attack_byte_correlation/df/1000/statistical_results.csv,1000,statistical_results.csv,1000,SubBytesInput-Byte-Corr-Nm1000-Weight
4,12,4,12,4,2,32,0.0,56.0,2,128,attack_SubBytes/data/attack_byte_correlation/df/1000/statistical_results.csv,1000,statistical_results.csv,1000,SubBytesInput-Byte-Corr-Nm1000-Weight
5,12,5,12,4,2,32,0.0,59.86313713864835,2,128,attack_SubBytes/data/attack_byte_correlation/df/1000/statistical_results.csv,1000,statistical_results.csv,1000,SubBytesInput-Byte-Corr-Nm1000-Weight
10,14,10,14,2,2,16,0.0,62.50699332842307,2,128,attack_SubBytes/data/attack_byte_correlation/df/1000/statistical_results.csv,1000,statistical_results.csv,1000,SubBytesInput-Byte-Corr-Nm1000-Weight
20,15,20,15,1,2,8,0.0,72.82892142331043,2,128,attack_SubBytes/data/attack_byte_correlation/df/1000/statistical_results.csv,1000,statistical_results.csv,1000,SubBytesInput-Byte-Corr-Nm1000-Weight
25,16,25,16,0,2,0,0.0,74.30169903639559,2,128,attack_SubBytes/data/attack_byte_correlation/df/1000/statistical_results.csv,1000,statistical_results.csv,1000,SubBytesInput-Byte-Corr-Nm1000-Weight
30,16,30,16,0,2,0,0.0,78.5102495297363,2,128,attack_SubBytes/data/attack_byte_correlation/df/1000/statistical_results.csv,1000,statistical_results.csv,1000,SubBytesInput-Byte-Corr-Nm1000-Weight
50,16,50,16,0,2,0,0.0,90.3016990363956,2,128,attack_SubBytes/data/attack_byte_correlation/df/1000/statistical_results.csv,1000,statistical_results.csv,1000,SubBytesInput-Byte-Corr-Nm1000-Weight
100,16,100,16,0,2,0,0.0,106.3016990363956,2,128,attack_SubBytes/data/attack_byte_correlation/df/1000/statistical_results.csv,1000,statistical_results.csv,1000,SubBytesInput-Byte-Corr-Nm1000-Weight
1,16,1,16,0,2,0,0.0,0.0,2,128,best_attack/data/attack_byte_correlation/df/1000/statistical_results.csv,1000,statistical_results.csv,1000,SubBytesOutput-Byte-Corr-Nm1000-Weight
2,16,2,16,0,2,0,0.0,16.0,2,128,best_attack/data/attack_byte_correlation/df/1000/statistical_results.csv,1000,statistical_results.csv,1000,SubBytesOutput-Byte-Corr-Nm1000-Weight
3,16,3,16,0,2,0,0.0,25.359400011538497,2,128,best_attack/data/attack_byte_correlation/df/1000/statistical_results.csv,1000,statistical_results.csv,1000,SubBytesOutput-Byte-Corr-Nm1000-Weight
4,16,4,16,0,2,0,0.0,32.0,2,128,best_attack/data/attack_byte_correlation/df/1000/statistical_results.csv,1000,statistical_results.csv,1000,SubBytesOutput-Byte-Corr-Nm1000-Weight
5,16,5,16,0,2,0,0.0,37.1508495181978,2,128,best_attack/data/attack_byte_correlation/df/1000/statistical_results.csv,1000,statistical_results.csv,1000,SubBytesOutput-Byte-Corr-Nm1000-Weight
10,16,10,16,0,2,0,0.0,53.1508495181978,2,128,best_attack/data/attack_byte_correlation/df/1000/statistical_results.csv,1000,statistical_results.csv,1000,SubBytesOutput-Byte-Corr-Nm1000-Weight
20,16,20,16,0,2,0,0.0,69.1508495181978,2,128,best_attack/data/attack_byte_correlation/df/1000/statistical_results.csv,1000,statistical_results.csv,1000,SubBytesOutput-Byte-Corr-Nm1000-Weight
25,16,25,16,0,2,0,0.0,74.30169903639559,2,128,best_attack/data/attack_byte_correlation/df/1000/statistical_results.csv,1000,statistical_results.csv,1000,SubBytesOutput-Byte-Corr-Nm1000-Weight
30,16,30,16,0,2,0,0.0,78.5102495297363,2,128,best_attack/data/attack_byte_correlation/df/1000/statistical_results.csv,1000,statistical_results.csv,1000,SubBytesOutput-Byte-Corr-Nm1000-Weight
25,16,25,16,0,2,0,0.0,74.30169903639559,2,128,best_attack/data/attack_byte_correlation/df/500/statistical_results.csv,500,statistical_results.csv,500,SubBytesOutput-Byte-Corr-Nm500-Weight
20,16,20,16,0,2,0,0.0,69.1508495181978,2,128,best_attack/data/attack_byte_correlation/df/500/statistical_results.csv,500,statistical_results.csv,500,SubBytesOutput-Byte-Corr-Nm500-Weight
10,16,10,16,0,2,0,0.0,53.1508495181978,2,128,best_attack/data/attack_byte_correlation/df/500/statistical_results.csv,500,statistical_results.csv,500,SubBytesOutput-Byte-Corr-Nm500-Weight
5,16,5,16,0,2,0,0.0,37.1508495181978,2,128,best_attack/data/attack_byte_correlation/df/500/statistical_results.csv,500,statistical_results.csv,500,SubBytesOutput-Byte-Corr-Nm500-Weight
3,16,3,16,0,2,0,0.0,25.359400011538497,2,128,best_attack/data/attack_byte_correlation/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesOutput-Byte-Corr-Nm400-Weight
4,16,4,16,0,2,0,0.0,32.0,2,128,best_attack/data/attack_byte_correlation/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesOutput-Byte-Corr-Nm400-Weight
5,16,5,16,0,2,0,0.0,37.1508495181978,2,128,best_attack/data/attack_byte_correlation/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesOutput-Byte-Corr-Nm400-Weight
10,16,10,16,0,2,0,0.0,53.1508495181978,2,128,best_attack/data/attack_byte_correlation/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesOutput-Byte-Corr-Nm400-Weight
20,16,20,16,0,2,0,0.0,69.1508495181978,2,128,best_attack/data/attack_byte_correlation/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesOutput-Byte-Corr-Nm400-Weight
25,16,25,16,0,2,0,0.0,74.30169903639559,2,128,best_attack/data/attack_byte_correlation/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesOutput-Byte-Corr-Nm400-Weight
30,16,30,16,0,2,0,0.0,78.5102495297363,2,128,best_attack/data/attack_byte_correlation/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesOutput-Byte-Corr-Nm400-Weight
50,16,50,16,0,2,0,0.0,90.3016990363956,2,128,best_attack/data/attack_byte_correlation/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesOutput-Byte-Corr-Nm400-Weight
100,16,100,16,0,2,0,0.0,106.3016990363956,2,128,best_attack/data/attack_byte_correlation/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesOutput-Byte-Corr-Nm400-Weight
1,3,1,3,13,2,104,0.0,104.0,2,128,attack_SubBytes/data/attack_byte_correlation/df/500/statistical_results.csv,500,statistical_results.csv,500,SubBytesInput-Byte-Corr-Nm500-Weight
2,8,2,8,8,2,64,0.0,72.0,2,128,attack_SubBytes/data/attack_byte_correlation/df/500/statistical_results.csv,500,statistical_results.csv,500,SubBytesInput-Byte-Corr-Nm500-Weight
1,16,1,16,0,2,0,0.0,0.0,2,128,best_attack/data/attack_byte_correlation/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesOutput-Byte-Corr-Nm400-Weight
3,11,3,11,5,2,40,0.0,57.43458750793272,2,128,attack_SubBytes/data/attack_byte_correlation/df/500/statistical_results.csv,500,statistical_results.csv,500,SubBytesInput-Byte-Corr-Nm500-Weight
5,12,5,12,4,2,32,0.0,59.86313713864835,2,128,attack_SubBytes/data/attack_byte_correlation/df/500/statistical_results.csv,500,statistical_results.csv,500,SubBytesInput-Byte-Corr-Nm500-Weight
10,12,10,12,4,2,32,0.0,71.86313713864834,2,128,attack_SubBytes/data/attack_byte_correlation/df/500/statistical_results.csv,500,statistical_results.csv,500,SubBytesInput-Byte-Corr-Nm500-Weight
20,14,20,14,2,2,16,0.0,76.50699332842308,2,128,attack_SubBytes/data/attack_byte_correlation/df/500/statistical_results.csv,500,statistical_results.csv,500,SubBytesInput-Byte-Corr-Nm500-Weight
25,14,25,14,2,2,16,0.0,81.01398665684614,2,128,attack_SubBytes/data/attack_byte_correlation/df/500/statistical_results.csv,500,statistical_results.csv,500,SubBytesInput-Byte-Corr-Nm500-Weight
30,14,30,14,2,2,16,0.0,84.69646833851927,2,128,attack_SubBytes/data/attack_byte_correlation/df/500/statistical_results.csv,500,statistical_results.csv,500,SubBytesInput-Byte-Corr-Nm500-Weight
